number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department_RandD,department_accounting,department_hr,department_management,department_marketing,department_product_mng,department_sales,department_support,department_technical,salary_low,salary_medium,Attrition
-1.4772333568904712,-0.8842040124478646,-0.31209766463091565,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
1.0160463172516288,1.2473767863749383,1.91033093273336,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,-0.995169222982624,1.161128834966604,1
2.6782327666796952,1.4503844815009195,0.42871186782384285,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,-0.995169222982624,1.161128834966604,1
1.0160463172516288,0.4556467753836115,1.1695214002786014,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
-1.4772333568904712,-0.8436024734226684,-0.31209766463091565,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
-1.4772333568904712,-0.9654070904982571,-0.31209766463091565,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
1.847139541965662,0.9428652436859665,0.42871186782384285,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
1.0160463172516288,1.1864744778371439,1.1695214002786014,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
1.0160463172516288,0.4759475448962096,1.1695214002786014,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
-1.4772333568904712,-1.1887155551368365,-0.31209766463091565,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
-1.4772333568904712,-1.3308209417250234,-0.31209766463091565,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
1.847139541965662,2.1203098754166576,0.42871186782384285,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
0.18495309253759545,0.6789552400221909,1.1695214002786014,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
-1.4772333568904712,-1.0669109380612478,-0.31209766463091565,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
-1.4772333568904712,-1.290219402699827,-0.31209766463091565,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
-1.4772333568904712,-1.1684147856242384,-0.31209766463091565,-0.3723502624088429,-0.07274186264111956,-0.23388078599520531,-0.2262715616770147,-0.2177441749570517,-0.19050172988954478,-0.23571099059387782,-0.2520256789045269,1.5907469058694412,-0.4213145988930284,-0.47909080630952394,1.0048542267041756,-0.8612308728245144,1
