Age,Tenure,Salary,Performance Rating,Projects Completed,Training Hours,Promotions,Overtime Hours,Satisfaction Level,Average Monthly Hours Worked,Absenteeism,Distance from Home,Manager Feedback Score,Gender_Male,Gender_Other,Education Level_High School,Education Level_Master's,Education Level_PhD,Marital Status_Married,Marital Status_Single,Job Role_Developer,Job Role_Manager,Job Role_Sales,Department_IT,Department_Marketing,Department_Sales,Work Location_On-site,Work Location_Remote,Work-Life Balance_Excellent,Work-Life Balance_Good,Work-Life Balance_Poor,Attrition
0.8756210817467998,-0.45949924435630296,0.10650385716586772,1.4041278095474181,0.8687364402595495,-0.5081487880339051,-0.31730676392949336,-0.5757457767612648,-1.6254846265160299,-1.6094262659545966,0.7852639885028762,-0.6562493287239077,0.9061352241277327,0.9978969482505349,-0.11069596272715476,-0.47801802110509223,-0.5689225288267327,-0.2224675819328454,1.0006317785193777,-0.8200824417505874,-0.8290892518701515,-0.5037800886518378,-0.3032392174315614,-0.8225982271289426,3.264420579182684,-0.6633615205128155,-1.2465004776815027,1.538700796709253,-0.20993040991829284,-0.5716779184629232,2.001316742521993,0
-0.4165145905451007,-0.6933724198925943,-1.3154854547072636,-0.7309435542738172,1.2856070644527922,-1.6857779075671881,-0.31730676392949336,-0.8535941869734522,-0.36504190311975054,-1.4482065353710813,-1.3102928992830707,-1.1406656321587318,-0.13798226300749614,0.9978969482505349,-0.11069596272715476,-0.47801802110509223,-0.5689225288267327,-0.2224675819328454,1.0006317785193777,-0.8200824417505874,-0.8290892518701515,1.9849931002157957,-0.3032392174315614,-0.8225982271289426,-0.3063330768029807,1.5074736310103494,0.8022459821756384,-0.6498989291086693,-0.20993040991829284,-0.5716779184629232,-0.49967103095326787,0
-1.062582426691051,-0.9272455954288856,-0.9608398701783003,-1.4426340088808955,0.93821487762509,-0.30033188458685506,-0.31730676392949336,-1.548215212503921,0.4402409479389833,0.4173360613810238,-0.6117739366877551,-0.24103535435120135,0.28739893545500433,0.9978969482505349,-0.11069596272715476,-0.47801802110509223,-0.5689225288267327,-0.2224675819328454,1.0006317785193777,-0.8200824417505874,-0.8290892518701515,-0.5037800886518378,3.2977264895682303,1.215660290796189,-0.3063330768029807,-0.6633615205128155,-1.2465004776815027,-0.6498989291086693,-0.20993040991829284,-0.5716779184629232,2.001316742521993,0
0.13725784043714237,1.1776129843977365,-0.3131945425234293,-1.4426340088808955,1.0076933149906304,-0.5774210891829217,-0.31730676392949336,-1.1314425971856397,0.8253762245322908,1.5228427853822712,0.2613747665563894,0.035773961897269564,0.7127801339175052,0.9978969482505349,-0.11069596272715476,-0.47801802110509223,-0.5689225288267327,-0.2224675819328454,-0.9993686203727088,1.2193895992521824,-0.8290892518701515,-0.5037800886518378,-0.3032392174315614,-0.8225982271289426,-0.3063330768029807,1.5074736310103494,0.8022459821756384,-0.6498989291086693,-0.20993040991829284,1.74923670777544,-0.49967103095326787,0
-0.047332969890272,-1.3949919465014684,-0.22662246576798079,-0.01925309966673875,1.7024776886460349,-0.6813295409064467,-0.31730676392949336,-0.7841320844204054,0.09011796921779469,1.0852463737984441,-1.1356631586342418,-1.625081935593556,-0.5633634614699969,-1.0021074838971618,9.03375313212476,-0.47801802110509223,-0.5689225288267327,-0.2224675819328454,1.0006317785193777,-0.8200824417505874,-0.8290892518701515,-0.5037800886518378,3.2977264895682303,-0.8225982271289426,-0.3063330768029807,-0.6633615205128155,0.8022459821756384,-0.6498989291086693,-0.20993040991829284,-0.5716779184629232,-0.49967103095326787,0
0.3218486507645567,1.1776129843977365,-0.20661741473165612,-0.7309435542738172,-1.4240519928032849,0.6348441809248698,-0.31730676392949336,-1.548215212503921,-1.520447732899673,0.9470580332982882,-0.9610334179854129,1.0738088978290354,-1.336783822310907,0.9978969482505349,-0.11069596272715476,-0.47801802110509223,-0.5689225288267327,-0.2224675819328454,-0.9993686203727088,1.2193895992521824,1.2061427617645872,-0.5037800886518378,-0.3032392174315614,-0.8225982271289426,-0.3063330768029807,-0.6633615205128155,0.8022459821756384,-0.6498989291086693,-0.20993040991829284,-0.5716779184629232,-0.49967103095326787,0
-0.7856962111999294,1.1776129843977365,1.1119687876363968,-1.4426340088808955,0.8687364402595495,-1.0623271972260382,-0.31730676392949336,0.7440341717466257,0.9304131181486474,0.18702216054743057,0.08674502590756053,-1.0022609740344963,-0.2539953171336326,0.9978969482505349,-0.11069596272715476,2.091971339674974,-0.5689225288267327,-0.2224675819328454,1.0006317785193777,-0.8200824417505874,-0.8290892518701515,-0.5037800886518378,-0.3032392174315614,-0.8225982271289426,3.264420579182684,-0.6633615205128155,0.8022459821756384,-0.6498989291086693,-0.20993040991829284,-0.5716779184629232,-0.49967103095326787,0
-0.7856962111999294,-0.2256260688200116,0.11328868524660081,-1.4426340088808955,1.6329992512804943,-0.43887648688488834,-0.31730676392949336,-0.3673594691021242,-0.36504190311975054,-0.48088815186998984,-1.4849226399318995,-0.7254516577860255,0.6741091158754594,0.9978969482505349,-0.11069596272715476,-0.47801802110509223,1.757708561941223,-0.2224675819328454,-0.9993686203727088,1.2193895992521824,-0.8290892518701515,1.9849931002157957,-0.3032392174315614,-0.8225982271289426,-0.3063330768029807,1.5074736310103494,-1.2465004776815027,1.538700796709253,-0.20993040991829284,-0.5716779184629232,-0.49967103095326787,0
0.4141440559282639,-0.6933724198925943,-0.6031949839655795,-0.01925309966673875,-0.8682244938789613,0.8426610843719198,-0.31730676392949336,1.4386551972770945,-1.1003001584342467,-1.4482065353710813,0.9598937291517051,0.7969995815805646,-0.2539953171336326,-1.0021074838971618,-0.11069596272715476,-0.47801802110509223,1.757708561941223,-0.2224675819328454,-0.9993686203727088,1.2193895992521824,-0.8290892518701515,-0.5037800886518378,-0.3032392174315614,-0.8225982271289426,-0.3063330768029807,1.5074736310103494,-1.2465004776815027,1.538700796709253,4.763483291387897,-0.5716779184629232,-0.49967103095326787,1
1.52168891789275,1.1776129843977365,0.4772233691650657,-0.01925309966673875,-0.7292676191478804,1.5353840958620864,-0.31730676392949336,-0.506283674208218,-0.8202017754572958,-1.701551826288034,1.6584126917470208,0.17417862002150503,-0.3313373532177237,0.9978969482505349,-0.11069596272715476,2.091971339674974,-0.5689225288267327,-0.2224675819328454,1.0006317785193777,-0.8200824417505874,1.2061427617645872,-0.5037800886518378,-0.3032392174315614,-0.8225982271289426,3.264420579182684,-0.6633615205128155,-1.2465004776815027,-0.6498989291086693,-0.20993040991829284,1.74923670777544,-0.49967103095326787,0
